City_ID,City,Lat,Lng,Date,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
0,Thompson,55.7435,-97.8558,2021-11-26 22:38:02,14.16,light snow,92,90,3.44,CA
1,Pevek,69.7008,170.3133,2021-11-26 22:38:02,-26.99,scattered clouds,99,34,5.77,RU
2,Hermanus,-34.4187,19.2345,2021-11-26 22:38:02,64.15,light rain,92,100,7.02,ZA
3,Bluff,-46.6,168.3333,2021-11-26 22:38:03,50.31,overcast clouds,59,100,5.5,NZ
4,Ushuaia,-54.8,-68.3,2021-11-26 22:35:37,49.66,broken clouds,46,75,21.85,AR
5,Husavik,66.0449,-17.3389,2021-11-26 22:38:03,22.91,scattered clouds,78,39,13.85,IS
6,Iqaluit,63.7506,-68.5145,2021-11-26 22:29:47,17.33,broken clouds,62,75,11.5,CA
7,Qaanaaq,77.484,-69.3632,2021-11-26 22:38:03,10.49,light snow,97,100,3.04,GL
8,Hilo,19.7297,-155.09,2021-11-26 22:37:08,80.33,scattered clouds,54,40,5.75,US
9,Hamilton,39.1834,-84.5333,2021-11-26 22:38:03,34.65,overcast clouds,53,90,6.91,US
10,Bal-Os,9.4416,122.6257,2021-11-26 22:38:04,79.5,overcast clouds,83,96,6.44,PH
11,Sayyan,15.1718,44.3244,2021-11-26 22:38:04,51.94,clear sky,59,1,3.65,YE
12,Mataura,-46.1927,168.8643,2021-11-26 22:38:04,51.67,overcast clouds,61,100,3.09,NZ
13,Norsup,-16.0667,167.3833,2021-11-26 22:38:05,83.21,few clouds,71,18,12.64,VU
14,Manchester,53.4809,-2.2374,2021-11-26 22:38:05,44.24,moderate rain,81,90,27.63,GB
15,Butaritari,3.0707,172.7902,2021-11-26 22:38:05,82.38,overcast clouds,73,98,18.88,KI
16,Yanam,16.7333,82.2167,2021-11-26 22:38:05,75.72,overcast clouds,84,99,6.71,IN
17,Puerto Ayora,-0.7393,-90.3518,2021-11-26 22:38:06,75.16,broken clouds,80,69,11.9,EC
18,Rikitea,-23.1203,-134.9692,2021-11-26 22:38:06,76.32,overcast clouds,71,99,14.99,PF
19,Mount Gambier,-37.8333,140.7667,2021-11-26 22:32:53,60.71,overcast clouds,67,93,16.11,AU
20,Orsha,54.5153,30.4053,2021-11-26 22:38:06,34.07,overcast clouds,94,100,9.48,BY
21,Cape Town,-33.9258,18.4232,2021-11-26 22:33:59,63.01,broken clouds,94,75,11.5,ZA
22,Fortuna,40.5982,-124.1573,2021-11-26 22:38:07,59.92,few clouds,44,20,0.0,US
23,Punta Arenas,-53.15,-70.9167,2021-11-26 22:36:47,51.91,broken clouds,46,75,28.77,CL
24,New Ulm,44.3125,-94.4605,2021-11-26 22:38:07,36.0,clear sky,48,1,9.22,US
25,Halifax,44.6453,-63.5724,2021-11-26 22:36:00,48.25,overcast clouds,100,100,5.75,CA
26,Aktash,50.3,87.7333,2021-11-26 22:38:07,-11.78,overcast clouds,97,97,2.01,RU
27,Yellowknife,62.456,-114.3525,2021-11-26 22:34:19,16.32,light snow,92,90,8.05,CA
28,Saint-Michel-Des-Saints,46.6834,-73.9159,2021-11-26 22:38:08,28.33,overcast clouds,87,99,12.17,CA
29,Sur,22.5667,59.5289,2021-11-26 22:38:08,75.67,clear sky,63,6,7.61,OM
30,Lagoa,39.05,-27.9833,2021-11-26 22:38:08,62.33,overcast clouds,66,100,17.63,PT
31,Dikson,73.5069,80.5464,2021-11-26 22:38:09,-8.21,overcast clouds,99,100,8.34,RU
32,New Norfolk,-42.7826,147.0587,2021-11-26 22:38:09,53.1,broken clouds,49,72,2.42,AU
33,Airai,-8.9266,125.4092,2021-11-26 22:38:09,66.81,overcast clouds,81,90,0.76,TL
34,Geraldton,-28.7667,114.6,2021-11-26 22:37:00,70.21,clear sky,40,0,6.91,AU
35,Longyearbyen,78.2186,15.6401,2021-11-26 22:33:40,-0.56,few clouds,65,20,13.8,SJ
36,Guanica,17.9716,-66.908,2021-11-26 22:38:09,77.68,scattered clouds,68,47,8.1,PR
37,Darhan,49.4867,105.9228,2021-11-26 22:38:10,17.53,overcast clouds,89,98,8.12,MN
38,Ilulissat,69.2167,-51.1,2021-11-26 22:38:10,24.82,scattered clouds,80,40,0.0,GL
39,Ponta Do Sol,32.6667,-17.1,2021-11-26 22:38:10,61.43,broken clouds,74,70,8.5,PT
40,Mehnagar,25.8833,83.1167,2021-11-26 22:38:10,61.29,clear sky,45,0,1.34,IN
41,Clyde River,70.4692,-68.5914,2021-11-26 22:38:11,-1.97,few clouds,92,20,9.22,CA
42,Sterling,39.0062,-77.4286,2021-11-26 22:33:59,40.06,broken clouds,52,75,27.63,US
43,Gornopravdinsk,60.05,69.9,2021-11-26 22:31:37,16.97,light snow,94,100,9.86,RU
44,Kodiak,57.79,-152.4072,2021-11-26 22:38:11,18.91,overcast clouds,49,90,6.91,US
45,Aykhal,66.0,111.5,2021-11-26 22:33:15,-1.73,overcast clouds,99,100,4.72,RU
46,Kirakira,-10.4544,161.9205,2021-11-26 22:38:12,85.05,broken clouds,68,65,5.53,SB
47,Hobart,-42.8794,147.3294,2021-11-26 22:34:20,53.46,few clouds,71,20,9.22,AU
48,Vaini,-21.2,-175.2,2021-11-26 22:39:12,87.96,light rain,79,75,6.91,TO
49,Cherskiy,68.75,161.3,2021-11-26 22:39:12,-35.57,few clouds,98,12,4.27,RU
50,Codrington,-38.2667,141.9667,2021-11-26 22:39:13,60.03,broken clouds,55,63,15.86,AU
51,Tuktoyaktuk,69.4541,-133.0374,2021-11-26 22:39:13,-2.2,light snow,84,90,21.85,CA
52,Statesboro,32.4488,-81.7832,2021-11-26 22:36:54,60.12,clear sky,37,1,5.75,US
53,Cockburn Town,21.4612,-71.1419,2021-11-26 22:39:13,78.76,broken clouds,65,75,5.75,TC
54,Kruisfontein,-34.0033,24.7314,2021-11-26 22:39:14,62.06,overcast clouds,77,100,19.69,ZA
55,Norman Wells,65.282,-126.8329,2021-11-26 22:39:14,-3.96,broken clouds,71,75,12.66,CA
56,Vanavara,60.34,102.2797,2021-11-26 22:39:14,-0.4,overcast clouds,93,100,9.62,RU
57,Sao Joao Da Barra,-21.6403,-41.0511,2021-11-26 22:28:33,74.19,light rain,85,100,18.77,BR
58,Barrow,71.2906,-156.7887,2021-11-26 22:39:14,-11.18,scattered clouds,70,40,12.66,US
59,Port Elizabeth,-33.918,25.5701,2021-11-26 22:35:48,64.69,broken clouds,77,75,20.71,ZA
60,San Patricio,28.017,-97.5169,2021-11-26 22:31:41,64.81,overcast clouds,43,98,7.47,US
61,Aswan,24.0934,32.907,2021-11-26 22:39:15,70.9,clear sky,35,0,8.05,EG
62,Bubaque,11.2833,-15.8333,2021-11-26 22:39:15,83.19,overcast clouds,72,98,13.58,GW
63,Tiksi,71.6872,128.8694,2021-11-26 22:39:15,0.46,overcast clouds,94,100,5.08,RU
64,Atambua,-9.1061,124.8925,2021-11-26 22:39:16,79.03,overcast clouds,78,96,0.98,ID
65,Chibombo,-14.6569,28.0706,2021-11-26 22:39:16,62.28,broken clouds,92,75,7.4,ZM
66,Castro,-24.7911,-50.0119,2021-11-26 22:39:16,69.3,scattered clouds,64,29,6.67,BR
67,Georgetown,5.4112,100.3354,2021-11-26 22:35:51,78.75,few clouds,83,20,2.3,MY
68,Nikolskoye,59.7035,30.7861,2021-11-26 22:39:17,28.29,overcast clouds,89,100,3.29,RU
69,Atuona,-9.8,-139.0333,2021-11-26 22:39:17,79.02,clear sky,75,8,17.54,PF
70,Narsaq,60.9167,-46.05,2021-11-26 22:39:17,35.82,moderate rain,100,100,5.37,GL
71,Bengkulu,-3.8004,102.2655,2021-11-26 22:39:18,75.88,overcast clouds,83,100,6.15,ID
72,Tiznit,29.5833,-9.5,2021-11-26 22:39:18,52.16,broken clouds,86,65,1.63,MA
73,Rajaldesar,28.0333,74.4667,2021-11-26 22:39:18,64.63,clear sky,38,0,7.29,IN
74,Waingapu,-9.6567,120.2641,2021-11-26 22:39:18,82.63,broken clouds,72,75,0.72,ID
75,Axim,4.8699,-2.2405,2021-11-26 22:39:19,79.03,scattered clouds,86,36,7.54,GH
76,Takaka,-40.85,172.8,2021-11-26 22:39:19,69.75,overcast clouds,57,99,8.57,NZ
77,Hoquiam,46.9809,-123.8893,2021-11-26 22:37:34,54.46,clear sky,76,1,8.05,US
78,Luderitz,-26.6481,15.1594,2021-11-26 22:39:20,59.07,clear sky,91,1,8.03,NA
79,Leningradskiy,69.3833,178.4167,2021-11-26 22:39:20,-26.07,few clouds,97,11,4.32,RU
80,Hofn,64.2539,-15.2082,2021-11-26 22:31:42,27.36,scattered clouds,43,26,7.0,IS
81,Sakakah,29.9697,40.2064,2021-11-26 22:31:36,56.77,clear sky,46,0,5.86,SA
82,Yerbogachen,61.2767,108.0108,2021-11-26 22:39:20,3.79,overcast clouds,90,100,13.13,RU
83,Fort Nelson,58.8053,-122.7002,2021-11-26 22:39:21,9.99,few clouds,79,20,5.75,CA
84,Dingle,10.9995,122.6711,2021-11-26 22:39:21,77.41,overcast clouds,91,100,6.82,PH
85,Albany,42.6001,-73.9662,2021-11-26 22:38:26,32.58,snow,78,99,15.39,US
86,Jamestown,42.097,-79.2353,2021-11-26 22:36:51,31.59,light snow,86,90,14.97,US
87,Machali,-34.1833,-70.6667,2021-11-26 22:39:21,70.88,clear sky,53,0,11.5,CL
88,Okhotsk,59.3833,143.3,2021-11-26 22:32:10,-6.99,few clouds,83,20,11.18,RU
89,Saint-Pierre,-21.3393,55.4781,2021-11-26 22:37:25,74.88,light rain,78,90,3.44,RE
90,Ribeira Grande,38.5167,-28.7,2021-11-26 22:39:22,63.79,broken clouds,61,75,17.38,PT
91,Wake Forest,35.9799,-78.5097,2021-11-26 22:37:42,49.3,clear sky,39,1,8.05,US
92,San Diego De Los Banos,22.6467,-83.3697,2021-11-26 22:39:22,70.09,scattered clouds,75,27,7.72,CU
93,Warman,52.3168,-106.5679,2021-11-26 22:39:22,37.31,overcast clouds,70,90,10.36,CA
94,Oranjemund,-28.55,16.4333,2021-11-26 22:34:32,61.34,clear sky,86,6,18.3,NA
95,Road Town,18.4167,-64.6167,2021-11-26 22:37:50,80.64,scattered clouds,74,40,11.5,VG
96,Tasiilaq,65.6145,-37.6368,2021-11-26 22:40:23,26.76,overcast clouds,68,100,7.72,GL
97,Tazmalt,36.3868,4.3989,2021-11-26 22:40:23,51.04,overcast clouds,76,100,8.55,DZ
98,Ahipara,-35.1667,173.1667,2021-11-26 22:40:23,70.07,clear sky,55,3,4.94,NZ
99,Katobu,-4.9408,122.5276,2021-11-26 22:35:13,79.63,overcast clouds,87,97,3.22,ID
100,Hailar,49.2,119.7,2021-11-26 22:40:23,9.05,few clouds,83,21,6.85,CN
101,Nabire,-3.3667,135.4833,2021-11-26 22:40:24,78.28,overcast clouds,88,95,2.62,ID
102,Mocuba,-16.8392,36.9856,2021-11-26 22:40:24,69.21,light rain,91,52,4.52,MZ
103,Raudeberg,61.9875,5.1352,2021-11-26 22:40:24,27.27,broken clouds,59,69,15.01,NO
104,Tuatapere,-46.1333,167.6833,2021-11-26 22:40:25,52.43,overcast clouds,58,100,4.99,NZ
105,East London,-33.0153,27.9116,2021-11-26 22:38:56,66.07,light rain,80,99,24.2,ZA
106,Namibe,-15.1961,12.1522,2021-11-26 22:40:25,68.22,scattered clouds,66,40,10.18,AO
107,Hede,33.7681,120.2517,2021-11-26 22:40:25,46.49,clear sky,70,0,6.29,CN
108,Takoradi,4.8845,-1.7554,2021-11-26 22:40:26,79.65,few clouds,84,23,7.31,GH
109,Puerto Leguizamo,-0.1934,-74.7819,2021-11-26 22:40:26,79.3,overcast clouds,71,100,0.96,CO
110,Champerico,14.3,-91.9167,2021-11-26 22:40:26,88.34,broken clouds,73,70,4.63,GT
111,Pringsewu,-5.3582,104.9744,2021-11-26 22:40:27,73.29,light rain,93,100,2.33,ID
112,Saint-Philippe,-21.3585,55.7679,2021-11-26 22:40:27,74.79,light rain,88,94,8.03,RE
113,Carnarvon,-24.8667,113.6333,2021-11-26 22:40:27,75.27,clear sky,38,0,9.22,AU
114,Port Alfred,-33.5906,26.891,2021-11-26 22:40:27,66.11,overcast clouds,80,100,33.2,ZA
115,Avarua,-21.2078,-159.775,2021-11-26 22:40:28,84.25,light rain,84,40,4.61,CK
116,Upernavik,72.7868,-56.1549,2021-11-26 22:40:28,17.8,overcast clouds,83,97,10.78,GL
117,Thomaston,32.8882,-84.3266,2021-11-26 22:40:28,54.09,clear sky,32,1,6.91,US
118,Bredasdorp,-34.5322,20.0403,2021-11-26 22:40:29,63.93,light rain,90,100,4.12,ZA
119,Kapaa,22.0752,-159.319,2021-11-26 22:40:29,80.92,clear sky,54,1,12.66,US
120,Mar Del Plata,-38.0023,-57.5575,2021-11-26 22:40:27,60.82,scattered clouds,82,40,13.8,AR
121,Rio Claro,-22.4114,-47.5614,2021-11-26 22:40:29,69.62,broken clouds,95,67,4.92,BR
122,Easton,40.6884,-75.2207,2021-11-26 22:40:29,38.77,broken clouds,55,75,9.22,US
123,Omboue,-1.5746,9.2618,2021-11-26 22:40:30,77.27,light rain,89,99,5.26,GA
124,Klaksvik,62.2266,-6.589,2021-11-26 22:40:30,32.92,overcast clouds,74,100,36.24,FO
125,Vilhena,-12.7406,-60.1458,2021-11-26 22:40:30,75.42,few clouds,83,20,5.75,BR
126,Bellary,15.15,76.9333,2021-11-26 22:40:31,67.64,overcast clouds,82,100,4.16,IN
127,Chokurdakh,70.6333,147.9167,2021-11-26 22:40:31,-31.63,broken clouds,100,64,3.22,RU
128,Buraydah,26.326,43.975,2021-11-26 22:31:45,66.65,clear sky,41,0,9.35,SA
129,Arcachon,44.5875,-1.0519,2021-11-26 22:40:31,51.85,broken clouds,87,75,10.36,FR
130,Port Keats,-14.25,129.55,2021-11-26 22:40:32,85.32,overcast clouds,64,92,4.07,AU
131,Santa Rosa,14.3122,121.1114,2021-11-26 22:31:20,80.58,broken clouds,85,83,9.46,PH
132,College,64.8569,-147.8028,2021-11-26 22:40:32,-6.14,light snow,73,90,3.44,US
133,Amahai,-3.3333,128.9167,2021-11-26 22:40:32,81.61,overcast clouds,76,100,2.55,ID
134,Olafsvik,64.8945,-23.7142,2021-11-26 22:40:33,38.12,overcast clouds,68,99,13.65,IS
135,Ruidoso,33.3317,-105.673,2021-11-26 22:40:33,53.74,clear sky,35,1,4.61,US
136,Cidreira,-30.1811,-50.2056,2021-11-26 22:40:33,69.57,scattered clouds,87,43,13.27,BR
137,Oriximina,-1.7656,-55.8661,2021-11-26 22:40:34,82.65,overcast clouds,69,100,1.16,BR
138,San Carlos Del Zulia,9.0,-71.9135,2021-11-26 22:40:34,77.14,overcast clouds,92,100,3.0,VE
139,Port Lincoln,-34.7333,135.8667,2021-11-26 22:41:34,59.38,overcast clouds,74,100,18.59,AU
140,Umm Lajj,25.0213,37.2685,2021-11-26 22:41:35,77.32,clear sky,49,3,9.98,SA
141,Biak,-0.9131,122.8766,2021-11-26 22:41:35,79.75,overcast clouds,77,100,1.92,ID
142,Yaguajay,22.3272,-79.2378,2021-11-26 22:41:35,72.16,scattered clouds,76,48,8.25,CU
143,Isla Mujeres,21.2311,-86.731,2021-11-26 22:41:35,77.16,scattered clouds,69,47,12.12,MX
144,Anadyr,64.75,177.4833,2021-11-26 22:38:14,-16.1,clear sky,69,0,4.47,RU
145,Dina,52.9335,-110.0849,2021-11-26 22:41:36,41.41,overcast clouds,85,100,8.21,CA
146,Changli,39.7042,119.1506,2021-11-26 22:39:12,36.03,clear sky,82,0,2.55,CN
147,Gat,31.61,34.7642,2021-11-26 22:41:36,57.88,few clouds,75,20,3.71,IL
148,Severo-Kurilsk,50.6789,156.125,2021-11-26 22:38:58,34.95,light rain,93,100,12.84,RU
149,Kavaratti,10.5669,72.642,2021-11-26 22:34:01,81.95,overcast clouds,77,95,8.34,IN
150,Flinders,-34.5833,150.8552,2021-11-26 22:41:36,56.48,light rain,89,100,18.86,AU
151,Saskylakh,71.9167,114.0833,2021-11-26 22:41:37,-16.28,broken clouds,97,73,5.79,RU
152,Gushikawa,26.3544,127.8686,2021-11-26 22:41:37,65.43,light rain,82,1,12.66,JP
153,Karpathos,35.507,27.2132,2021-11-26 22:41:37,67.96,overcast clouds,88,89,14.97,GR
154,Saldanha,-33.0117,17.9442,2021-11-26 22:41:38,60.85,clear sky,91,4,15.21,ZA
155,Salalah,17.0151,54.0924,2021-11-26 22:41:38,73.49,clear sky,56,0,5.75,OM
156,Busselton,-33.65,115.3333,2021-11-26 22:41:38,68.49,broken clouds,58,55,11.18,AU
157,Talnakh,69.4865,88.3972,2021-11-26 22:41:39,1.65,light snow,95,100,11.03,RU
158,Rawson,-43.3002,-65.1023,2021-11-26 22:41:39,66.49,clear sky,59,0,11.5,AR
159,Dudinka,69.4058,86.1778,2021-11-26 22:41:39,3.49,overcast clouds,94,100,13.56,RU
160,Nosy Varika,-20.5833,48.5333,2021-11-26 22:41:40,70.11,overcast clouds,93,100,5.68,MG
161,Hobyo,5.3505,48.5268,2021-11-26 22:41:40,80.49,light rain,78,93,11.9,SO
162,Kulhudhuffushi,6.6221,73.07,2021-11-26 22:41:40,80.78,overcast clouds,78,100,6.55,MV
